ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,CALTON SYSTEMS LIMITED,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343833
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LIVING AMBITIONS LTD,13-Dec-24,"7,295.12 ",RESIDENTIAL LONG TERM,V002343834
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LIVING AMBITIONS LTD,13-Dec-24,"7,295.12 ",RESIDENTIAL LONG TERM,V002343834
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,13-Dec-24,"3,084.50 ",RESIDENTIAL LONG TERM,V002343835
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,13-Dec-24,"3,084.50 ",RESIDENTIAL LONG TERM,V002343835
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,183.14 ,NURSING LONG TERM - MARKET FACTOR,V002343836
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,183.14 ,NURSING LONG TERM - MARKET FACTOR,V002343836
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"2,093.14 ",NURSING LONG TERM,V002343837
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"2,093.14 ",NURSING LONG TERM,V002343837
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,CARE IN SAFE HANDS HEALTHCARE LIMITED,13-Dec-24,"4,909.14 ",RESIDENTIAL LONG TERM,V002343838
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,CARE IN SAFE HANDS HEALTHCARE LIMITED,13-Dec-24,"4,909.14 ",RESIDENTIAL LONG TERM,V002343839
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,13-Dec-24,"1,854.68 ",RESIDENTIAL LONG TERM,V002343840
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,13-Dec-24,"1,854.68 ",RESIDENTIAL LONG TERM,V002343840
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,13-Dec-24,"1,285.50 ",RESIDENTIAL LONG TERM,V002343841
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,13-Dec-24,"1,285.50 ",RESIDENTIAL LONG TERM,V002343841
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,13-Dec-24,"1,195.66 ",RESIDENTIAL LONG TERM,V002343842
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,13-Dec-24,"1,195.66 ",RESIDENTIAL LONG TERM,V002343842
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343843
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343844
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,PENDLE RESIDENTIAL CARE,13-Dec-24,148.68 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002343845
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,PENDLE RESIDENTIAL CARE,13-Dec-24,"4,227.50 ",RESIDENTIAL LONG TERM,V002343846
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HC ONE LTD,13-Dec-24,"1,660.00 ",RESIDENTIAL LONG TERM,V002343847
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343848
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343849
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,13-Dec-24,140.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002343850
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343851
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,13-Dec-24,26.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002343852
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,13-Dec-24,"4,073.72 ",RESIDENTIAL LONG TERM,V002343853
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343854
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343855
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FIDELITY RESIDENTIAL LIMITED,13-Dec-24,"1,360.04 ",RESIDENTIAL LONG TERM,V002343856
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,13-Dec-24,"3,343.12 ",RESIDENTIAL LONG TERM,V002343857
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,989.06 ",NURSING LONG TERM,V002343858
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002343859
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343860
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343861
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,13-Dec-24,190.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002343862
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343863
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343864
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343865
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343866
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343867
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343868
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343869
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343870
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,13-Dec-24,609.43 ,RESIDENTIAL LONG TERM,V002343871
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343872
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,13-Dec-24,748.72 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002343873
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,13-Dec-24,"1,284.72 ",RESIDENTIAL LONG TERM,V002343874
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343875
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343876
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,13-Dec-24,60.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002343877
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HORIZON  RESIDENTIAL HOMES LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343878
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,SUSASH BLACKPOOL LTD,13-Dec-24,"1,407.40 ",RESIDENTIAL LONG TERM,V002343879
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,SUSASH BLACKPOOL LTD,13-Dec-24,"1,407.40 ",RESIDENTIAL LONG TERM,V002343880
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEATHCOTES CARE LTD,13-Dec-24,"5,055.34 ",RESIDENTIAL LONG TERM - MARKET FACTOR,V002343881
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HEATHCOTES CARE LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343882
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,MASTERPALM PROPERTIES LIMITED,13-Dec-24,"1,480.00 ",RESIDENTIAL LONG TERM,V002343883
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343884
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LIVING AMBITIONS LTD,13-Dec-24,321.18 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002343885
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LIVING AMBITIONS LTD,13-Dec-24,"5,402.80 ",RESIDENTIAL LONG TERM,V002343886
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343887
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343888
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343889
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LIVING AMBITIONS LTD,13-Dec-24,"1,601.28 ",RESIDENTIAL LONG TERM - MARKET FACTOR,V002343890
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LIVING AMBITIONS LTD,13-Dec-24,"6,157.52 ",RESIDENTIAL LONG TERM,V002343891
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LEIGHTON HOUSE RETIREMENT HOME LIMITED,13-Dec-24,-609.43 ,SHORT TERM CARE - RESIDENTIAL,V002343892
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LEIGHTON HOUSE RETIREMENT HOME LIMITED,13-Dec-24,609.43 ,RESIDENTIAL LONG TERM,V002343893
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LEIGHTON HOUSE RETIREMENT HOME LIMITED,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343894
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,SUNNYBANK P R S LTD,13-Dec-24,128.76 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002343895
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,SUNNYBANK P R S LTD,13-Dec-24,"1,360.04 ",RESIDENTIAL LONG TERM,V002343896
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HALF ACRE HOUSE,13-Dec-24,"1,422.00 ",SELF - FUNDING DEFERRED PAYMENTS,V002343897
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HALF ACRE HOUSE,13-Dec-24,258.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002343898
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,AS CARE SOLUTIONS LTD,13-Dec-24,"3,600.00 ",RESIDENTIAL LONG TERM,V002343899
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,13-Dec-24,"1,546.00 ",NURSING LONG TERM,V002343900
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,LITTLEBOROUGH CARE HOME LIMITED,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343901
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343902
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,SKOLAK HEALTHCARE LTD,13-Dec-24,"1,611.02 ",NURSING LONG TERM,V002343903
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,MERIDIAN HEALTHCARE LTD,13-Dec-24,"1,468.80 ",RESIDENTIAL LONG TERM,V002343904
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,ROOKWOOD,13-Dec-24,115.36 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002343905
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,ROOKWOOD,13-Dec-24,"1,360.04 ",RESIDENTIAL LONG TERM,V002343906
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,13-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002343907
ROCHDALE BOROUGH COUNCIL,13-Dec-24,ADULT CARE LCO FUNCTIONS,FERN BANK CARE HOME LTD,13-Dec-24,180.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002343908
